;id_strony;tytul;typ_wydarzenia_lista;link_do_obrazka_lista;sciezka_do_pobranego_obrazka;obiekty;ulice;miasta;data_rozpoczecia;data_zakonczenia;godzina_rozpoczecia;czy_stale;hashtagi;czy_na_zewnatrz
3978;57069;Rockowizna Festiwal 2025;Festiwale muzyczne;http://media.krakow.travel/photos/72662/m.jpg;obrazy_wydarzen_karnet/57069.jpg;Muzeum Lotnictwa Polskiego;al. Jana Pawła II 39;Kraków;2025-08-29;2025-08-30;;;#festiwale #muzyczne;0
3980;57279;Bryan Bielanski w Pubie Pod Ziemią;Muzyka rozrywkowa;http://media.krakow.travel/photos/70714/m.jpg;obrazy_wydarzen_karnet/57279.jpg;Pub Pod Ziemią;ul. Miodowa 43;Kraków;2025-08-31;;20:00;;#muzyka #rozrywkowa;1
4249;57921;Die Krupps w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/71362/m.jpg;obrazy_wydarzen_karnet/57921.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-09-03;;19:30;;#muzyka #rozrywkowa;0
4250;59032;Mała Armia Janosika: Jubileusz X-lecia w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/72477/m.jpg;obrazy_wydarzen_karnet/59032.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-09-06;;17:00;;#muzyka #rozrywkowa;0
4251;59309;Marsz Jamników 2025;Widowiska plenerowe i happeningi;http://media.krakow.travel/photos/72754/m.jpg;obrazy_wydarzen_karnet/59309.jpg;Pomnik Psa Dżoka;Bulwar Czerwieński;Kraków;2025-09-07;;;;#widowiska #plenerowe #happeningi;0
5093;57442;Kalyani. The Musical;Spektakle taneczne;http://media.krakow.travel/photos/70873/m.jpg;obrazy_wydarzen_karnet/57442.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-09-07;;15:30;;#spektakle #taneczne;1
4253;57442;Kalyani. The Musical;Spektakle taneczne;http://media.krakow.travel/photos/70873/m.jpg;obrazy_wydarzen_karnet/57442.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-09-07;;15:30;;#spektakle #taneczne;0
4254;59405;Szalone nożyczki – czyli kto zabił;Spektakle teatralne;http://media.krakow.travel/photos/72862/m.jpg;obrazy_wydarzen_karnet/59405.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-09-07;;15:30;;#spektakle #teatralne;1
2650;59405;Szalone nożyczki – czyli kto zabił;Spektakle teatralne;http://media.krakow.travel/photos/72862/m.jpg;obrazy_wydarzen_karnet/59405.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-09-07;;15:30;;#spektakle #teatralne;0
4255;56988;Glenn Hughes: The Chosen Years w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/70397/m.jpg;obrazy_wydarzen_karnet/56988.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-09-08;;19:30;;#muzyka #rozrywkowa;1
4256;56588;Robbie Williams w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/69966/m.jpg;obrazy_wydarzen_karnet/56588.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-09-09;;18:00;;#muzyka #rozrywkowa;1
2000;58953;Paradox Pokoleń;Pokazy filmowe;http://media.krakow.travel/photos/72394/m.jpg;obrazy_wydarzen_karnet/58953.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-09-11;;;;#pokazy #filmowe;1
2374;58953;Paradox Pokoleń;Pokazy filmowe;http://media.krakow.travel/photos/72394/m.jpg;obrazy_wydarzen_karnet/58953.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-09-11;;;;#pokazy #filmowe;1
4257;58953;Paradox Pokoleń;Pokazy filmowe;http://media.krakow.travel/photos/72394/m.jpg;obrazy_wydarzen_karnet/58953.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-09-11;;;;#pokazy #filmowe;0
4258;59053;Avi Kaplan: Move Our Souls w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/72496/m.jpg;obrazy_wydarzen_karnet/59053.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-09-14;;18:00;;#muzyka #rozrywkowa;0
4259;59071;Muzyka między wierszami. Spotkania autorskie;Spotkania i wykłady literackie;http://media.krakow.travel/photos/72512/m.jpg;obrazy_wydarzen_karnet/59071.jpg;;;Kraków;2025-09-16;;17:30;;#spotkania #wykłady #literackie;1
2545;59071;Muzyka między wierszami. Spotkania autorskie;Spotkania i wykłady literackie;http://media.krakow.travel/photos/72512/m.jpg;obrazy_wydarzen_karnet/59071.jpg;;;Kraków;2025-09-16;;17:30;;#spotkania #wykłady #literackie;0
4260;59199;L1NKN P4RK – The Linkin Park Experience w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/72645/m.jpg;obrazy_wydarzen_karnet/59199.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-09-19;;19:00;;#muzyka #rozrywkowa;0
4262;59599;VI Międzynarodowy Jazzowy Konkurs Gitarowy im. Jarka Śmietany;Muzyka rozrywkowa;http://media.krakow.travel/photos/73076/m.jpg;obrazy_wydarzen_karnet/59599.jpg;;;Kraków;2025-09-20;;20:00;;#muzyka #rozrywkowa;0
4261;56981;Turn Back the Time 2025 w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/70389/m.jpg;obrazy_wydarzen_karnet/56981.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-09-20;;18:00;;#muzyka #rozrywkowa;0
4263;54788;NutkoSfera – CeZik dzieciom;Inne koncerty;http://media.krakow.travel/photos/55666/m.jpg;obrazy_wydarzen_karnet/54788.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-09-21;;13:00;;#inne #koncerty;1
4264;59168;Vanden Plas w Zaścianku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72607/m.jpg;obrazy_wydarzen_karnet/59168.jpg;Zaścianek;ul. Rostafińskiego 4;Kraków;2025-09-22;;20:00;;#muzyka #rozrywkowa;0
4265;58263;Scott Bradlee’s Postmodern Jukebox w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/71682/m.jpg;obrazy_wydarzen_karnet/58263.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-09-23;;18:00;;#muzyka #rozrywkowa;1
4266;59231;Kerala Dust: An Echo of Love w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/72675/m.jpg;obrazy_wydarzen_karnet/59231.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-09-24;;18:00;;#muzyka #rozrywkowa;0
4267;56758;Nosowska & Rogucki: Światło i MRock;Muzyka rozrywkowa;http://media.krakow.travel/photos/70149/m.jpg;obrazy_wydarzen_karnet/56758.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-09-24;;20:00;;#muzyka #rozrywkowa;0
4268;58876;Klub mężusiów;Spektakle teatralne;http://media.krakow.travel/photos/72305/m.jpg;obrazy_wydarzen_karnet/58876.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-09-26;;19:00;;#spektakle #teatralne;0
4269;56624;Night of the Jumps w Tauron Arenie Kraków;Wydarzenia sportowe;http://media.krakow.travel/photos/70007/m.jpg;obrazy_wydarzen_karnet/56624.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-09-27;;17:00;;#wydarzenia #sportowe;0
4270;59201;Pink Turns Blue w Klubie Spotkań Poczta Główna;Muzyka rozrywkowa;http://media.krakow.travel/photos/72648/m.jpg;obrazy_wydarzen_karnet/59201.jpg;Klub Spotkań Poczta Główna;ul. Westerplatte 20;Kraków;2025-09-27;;19:00;;#muzyka #rozrywkowa;0
4271;57838;Faun, Ye Banished Privateers w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/71278/m.jpg;obrazy_wydarzen_karnet/57838.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-09-28;;19:00;;#muzyka #rozrywkowa;1
4535;59170;The Materia: We Are Materia w Zaścianku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72609/m.jpg;obrazy_wydarzen_karnet/59170.jpg;Zaścianek;ul. Rostafińskiego 4;Kraków;2025-10-04;;19:00;;#muzyka #rozrywkowa;0
4536;59249;Wymyśliłem Ciebie w ICE Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/72697/m.jpg;obrazy_wydarzen_karnet/59249.jpg;Centrum Kongresowe ICE Kraków;ul. Konopnickiej 17;Kraków;2025-10-05;;18:00;;#muzyka #rozrywkowa;1
4537;59488;Unsound 2025: Web;Festiwale;http://media.krakow.travel/photos/72980/m.jpg;obrazy_wydarzen_karnet/59488.jpg;;;Kraków;2025-10-07;2025-10-12;;;#festiwale;1
4538;59580;The Buttertones w Alchemii;Muzyka rozrywkowa;http://media.krakow.travel/photos/73059/m.jpg;obrazy_wydarzen_karnet/59580.jpg;Alchemia;ul. Estery 5;Kraków;2025-10-08;;18:00;;#muzyka #rozrywkowa;1
4539;57893;Kadavar, Slomosa, Orb w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/71336/m.jpg;obrazy_wydarzen_karnet/57893.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-10-09;;19:00;;#muzyka #rozrywkowa;0
4540;58462;Disturbed, Megadeth w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71874/m.jpg;obrazy_wydarzen_karnet/58462.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-10-10;;18:00;;#muzyka #rozrywkowa;1
4541;57512;Damski biznes;Spektakle teatralne;http://media.krakow.travel/photos/70938/m.jpg;obrazy_wydarzen_karnet/57512.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-10-11;;16:00;;#spektakle #teatralne;0
4542;59513;Happysad: Druga prosta w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/73003/m.jpg;obrazy_wydarzen_karnet/59513.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-10-11;;19:00;;#muzyka #rozrywkowa;1
4543;59357;Soul Blast, Snakebyte w Oliwa Pub;Muzyka rozrywkowa;http://media.krakow.travel/photos/72808/m.jpg;obrazy_wydarzen_karnet/59357.jpg;Oliwa Pub;ul. Miodowa 14;Kraków;2025-10-11;;20:00;;#muzyka #rozrywkowa;1
4545;13844;Klimakterium... i już;Inne przedstawienia;http://media.krakow.travel/photos/36385/m.jpg;obrazy_wydarzen_karnet/13844.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-10-12;;15:00;;#inne #przedstawienia;1
4546;8934;Klimakterium 2, czyli menopauzy szał;Spektakle teatralne;http://media.krakow.travel/photos/72898/m.jpg;obrazy_wydarzen_karnet/8934.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-10-12;;18:15;;#spektakle #teatralne;0
4547;59482;32. Międzynarodowy Festiwal Filmowy Etiuda&Anima;Festiwale;http://media.krakow.travel/photos/72974/m.jpg;obrazy_wydarzen_karnet/59482.jpg;Akademia Sztuk Pięknych w Krakowie;pl. Matejki 13;Kraków;2025-10-14;2025-10-19;;;#festiwale;0
4548;58532;Eivør w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/71933/m.jpg;obrazy_wydarzen_karnet/58532.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-10-14;;20:00;;#muzyka #rozrywkowa;1
4549;59456;Jools w Gwarku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72937/m.jpg;obrazy_wydarzen_karnet/59456.jpg;Gwarek;ul. Reymonta 17;Kraków;2025-10-16;;20:00;;#muzyka #rozrywkowa;0
4550;59761;61. Studencki Festiwal Piosenki w Krakowie;Festiwale;http://media.krakow.travel/photos/73265/m.jpg;obrazy_wydarzen_karnet/59761.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-10-16;2025-10-19;;;#festiwale;1
4551;58964;Prezent urodzinowy;Inne przedstawienia;http://media.krakow.travel/photos/72906/m.jpg;obrazy_wydarzen_karnet/58964.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-10-19;;18:00;;#inne #przedstawienia;0
4552;56589;Sting 3.0 w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/69967/m.jpg;obrazy_wydarzen_karnet/56589.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-10-20;;18:00;;#muzyka #rozrywkowa;1
4553;58054;20-lecie Orkiestry Adama Sztaby w ICE Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71490/m.jpg;obrazy_wydarzen_karnet/58054.jpg;Centrum Kongresowe ICE Kraków;ul. Konopnickiej 17;Kraków;2025-10-21;;20:00;;#muzyka #rozrywkowa;1
4554;59480;28. Międzynarodowe Targi Książki w Krakowie;Targi i kiermasze;http://media.krakow.travel/photos/73036/m.jpg;obrazy_wydarzen_karnet/59480.jpg;EXPO Kraków;ul. Galicyjska 9;Kraków;2025-10-23;2025-10-26;;;#targi #kiermasze;1
4555;58910;Dżem w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/72345/m.jpg;obrazy_wydarzen_karnet/58910.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-10-24;;19:30;;#muzyka #rozrywkowa;0
4560;58969;25 Years of Kosheen w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/72410/m.jpg;obrazy_wydarzen_karnet/58969.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-10-26;;19:00;;#muzyka #rozrywkowa;0
4556;57646;Optymiści czyli nasi w Egipcie;Kabaret;http://media.krakow.travel/photos/71059/m.jpg;obrazy_wydarzen_karnet/57646.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-10-26;;15:30;;#kabaret;1
4557;57642;Pokolenie DNA;Kabaret;http://media.krakow.travel/photos/71056/m.jpg;obrazy_wydarzen_karnet/57642.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-10-26;;18:00;;#kabaret;0
4559;59206;Wiktor Dyduła: Tak jak tutaj stoję w Fortach Kleparz;Muzyka rozrywkowa;http://media.krakow.travel/photos/72653/m.jpg;obrazy_wydarzen_karnet/59206.jpg;Forty Kleparz;ul. Kamienna 2-4;Kraków;2025-10-26;;18:00;;#muzyka #rozrywkowa;1
4558;57799;Neo-Nówka: Pokolenie DNA w Tauron Arenie Kraków;Kabaret;http://media.krakow.travel/photos/71225/m.jpg;obrazy_wydarzen_karnet/57799.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-10-26;;18:00;;#kabaret;0
4561;57152;Katy Perry: The Lifetimes Tour w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/70582/m.jpg;obrazy_wydarzen_karnet/57152.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-10-28;;18:00;;#muzyka #rozrywkowa;1
4563;59755;Patrycja Markowska: Obłęd w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/73256/m.jpg;obrazy_wydarzen_karnet/59755.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-10-30;;19:30;;#muzyka #rozrywkowa;0
4562;59514;Citizen Soldier w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/73004/m.jpg;obrazy_wydarzen_karnet/59514.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-10-30;;18:00;;#muzyka #rozrywkowa;0
5092;58970;Lil Tracy w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/72411/m.jpg;obrazy_wydarzen_karnet/58970.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-11-01;;20:00;;#muzyka #rozrywkowa;1
5094;58055;Candy Dulfer: Funkalicious w ICE Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71491/m.jpg;obrazy_wydarzen_karnet/58055.jpg;Centrum Kongresowe ICE Kraków;ul. Konopnickiej 17;Kraków;2025-11-03;;19:00;;#muzyka #rozrywkowa;0
5095;55999;Simply Red: 40th Anniversary Tour w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/69315/m.jpg;obrazy_wydarzen_karnet/55999.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-11-04;;18:00;;#muzyka #rozrywkowa;1
5096;59657;Zalia: Serce w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/73141/m.jpg;obrazy_wydarzen_karnet/59657.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-11-06;;18:00;;#muzyka #rozrywkowa;1
5097;57467;Ireneusz Krosny. The best off;Spektakle teatralne;http://media.krakow.travel/photos/70893/m.jpg;obrazy_wydarzen_karnet/57467.jpg;Teatr Szczęście;os. Zielone 9;Kraków;2025-11-07;;19:00;;#spektakle #teatralne;0
5098;58288;Stand-up Festival 2025 w Tauron Arenie Kraków;Inne przedstawienia;http://media.krakow.travel/photos/71707/m.jpg;obrazy_wydarzen_karnet/58288.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-11-07;;20:00;;#inne #przedstawienia;1
5099;58015;Fejká w Klubie Spotkań Poczta Główna;Muzyka klubowa;http://media.krakow.travel/photos/72646/m.jpg;obrazy_wydarzen_karnet/58015.jpg;Klub Spotkań Poczta Główna;ul. Westerplatte 20;Kraków;2025-11-08;;18:00;;#muzyka #klubowa;0
5100;58856;To Kraków Tworzy Metamorfozy feat. Smolik w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/72281/m.jpg;obrazy_wydarzen_karnet/58856.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-11-10;;20:00;;#muzyka #rozrywkowa;0
5101;58057;Piotr Rubik: Świat się nie kończy w ICE Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71493/m.jpg;obrazy_wydarzen_karnet/58057.jpg;Centrum Kongresowe ICE Kraków;ul. Konopnickiej 17;Kraków;2025-11-11;;19:00;;#muzyka #rozrywkowa;1
5102;59754;Michał Wiśniewski akustycznie w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/73255/m.jpg;obrazy_wydarzen_karnet/59754.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-11-12;;19:00;;#muzyka #rozrywkowa;1
5104;58877;Następnego dnia rano;Spektakle teatralne;http://media.krakow.travel/photos/72306/m.jpg;obrazy_wydarzen_karnet/58877.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-11-14;;19:00;;#spektakle #teatralne;1
5103;59705;Mistrzostwa Europy Ninja 2025;Wydarzenia sportowe;http://media.krakow.travel/photos/73189/m.jpg;obrazy_wydarzen_karnet/59705.jpg;Hala Cracovia;al. Focha 40;Kraków;2025-11-14;2025-11-16;;;#wydarzenia #sportowe;1
5105;59510;Anita Lipnicka: O miłości 2 w NCK;Muzyka rozrywkowa;http://media.krakow.travel/photos/72999/m.jpg;obrazy_wydarzen_karnet/59510.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-11-16;;17:00;;#muzyka #rozrywkowa;0
5106;57990;Hanabie w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/71421/m.jpg;obrazy_wydarzen_karnet/57990.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-11-16;;18:00;;#muzyka #rozrywkowa;1
5107;59171;Rome: 20th Anniversary Tour w Zaścianku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72610/m.jpg;obrazy_wydarzen_karnet/59171.jpg;Zaścianek;ul. Rostafińskiego 4;Kraków;2025-11-16;;20:00;;#muzyka #rozrywkowa;1
5108;59824;Błażej Król: Popiół w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/73332/m.jpg;obrazy_wydarzen_karnet/59824.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-11-16;;20:00;;#muzyka #rozrywkowa;0
5109;59757;Tom Odell: Wonderful Life w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/73261/m.jpg;obrazy_wydarzen_karnet/59757.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-11-17;;18:00;;#muzyka #rozrywkowa;0
5110;54902;Alessandra: The Queen Is Back w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/71096/m.jpg;obrazy_wydarzen_karnet/54902.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-11-19;;18:00;;#muzyka #rozrywkowa;0
5111;58436;Big Time Rush: In Real Life Worldwide w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71844/m.jpg;obrazy_wydarzen_karnet/58436.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-11-20;;18:00;;#muzyka #rozrywkowa;1
5112;57822;Mata: Tour 2040 w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71251/m.jpg;obrazy_wydarzen_karnet/57822.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-11-21;;19:30;;#muzyka #rozrywkowa;0
5113;58411;Polish Priest: Tribute to Judas Priest w Gwarku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72134/m.jpg;obrazy_wydarzen_karnet/58411.jpg;Gwarek;ul. Reymonta 17;Kraków;2025-11-21;;20:00;;#muzyka #rozrywkowa;1
5114;56597;Sabaton: The Legendary Tour w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/69976/m.jpg;obrazy_wydarzen_karnet/56597.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-11-22;;19:00;;#muzyka #rozrywkowa;1
5116;56980;Electric Callboy, Bury Tomorrow, Wargasm w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/70388/m.jpg;obrazy_wydarzen_karnet/56980.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-11-23;;19:00;;#muzyka #rozrywkowa;1
5117;59345;Enej: Trasa z napisem LOVE w Fortach Kleparz;Muzyka rozrywkowa;http://media.krakow.travel/photos/72794/m.jpg;obrazy_wydarzen_karnet/59345.jpg;Forty Kleparz;ul. Kamienna 2-4;Kraków;2025-11-23;;20:30;;#muzyka #rozrywkowa;1
5118;59703;Joker Out w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/73187/m.jpg;obrazy_wydarzen_karnet/59703.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-11-24;;20:00;;#muzyka #rozrywkowa;1
5119;58907;Mono: Oath w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/72341/m.jpg;obrazy_wydarzen_karnet/58907.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-11-27;;19:30;;#muzyka #rozrywkowa;1
5120;59799;SBB w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/73307/m.jpg;obrazy_wydarzen_karnet/59799.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-11-29;;20:00;;#muzyka #rozrywkowa;1
5121;57823;Boris Brejcha: Reflections w Tauron Arenie Kraków;Muzyka klubowa;http://media.krakow.travel/photos/71252/m.jpg;obrazy_wydarzen_karnet/57823.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-11-29;;23:00;;#muzyka #klubowa;0
5122;59243;Wojtek Szumański w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/72688/m.jpg;obrazy_wydarzen_karnet/59243.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-11-30;;19:00;;#muzyka #rozrywkowa;0
5572;57072;Brel! Le spectacle w ICE Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/70502/m.jpg;obrazy_wydarzen_karnet/57072.jpg;Centrum Kongresowe ICE Kraków;ul. Konopnickiej 17;Kraków;2025-12-01;;19:00;;#muzyka #rozrywkowa;0
5573;56983;Till Lindemann: Meine Welt w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/70391/m.jpg;obrazy_wydarzen_karnet/56983.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-12-01;;20:00;;#muzyka #rozrywkowa;0
5574;57179;Annisokay w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/70615/m.jpg;obrazy_wydarzen_karnet/57179.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-12-04;;19:30;;#muzyka #rozrywkowa;0
5575;58056;Jethro Tull: The Seven Decades w ICE Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71492/m.jpg;obrazy_wydarzen_karnet/58056.jpg;Centrum Kongresowe ICE Kraków;ul. Konopnickiej 17;Kraków;2025-12-05;;20:00;;#muzyka #rozrywkowa;0
5576;55866;NutkoSfera - CeZik Dzieciom;W gminach Metropolii;http://media.krakow.travel/photos/69146/m.jpg;obrazy_wydarzen_karnet/55866.jpg;Hala Widowiskowo-Sportowa w Skawinie;ul. Konstytucji 3 Maja 4;Skawina;2025-12-07;;16:00;;#WGminach #Metropolii;0
5577;59033;Magic Christmas Concert w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/72478/m.jpg;obrazy_wydarzen_karnet/59033.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-12-10;;19:00;;#muzyka #rozrywkowa;0
5578;59232;Igor Herbut Solo Act w ICE Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/72676/m.jpg;obrazy_wydarzen_karnet/59232.jpg;Centrum Kongresowe ICE Kraków;ul. Konopnickiej 17;Kraków;2025-12-12;;19:00;;#muzyka #rozrywkowa;1
5579;59515;Noga Erez w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/73006/m.jpg;obrazy_wydarzen_karnet/59515.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-12-12;;20:00;;#muzyka #rozrywkowa;0
5581;58587;Sylwia Grzeszczak: Było sobie marzenie w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71996/m.jpg;obrazy_wydarzen_karnet/58587.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-12-19;;19:00;;#muzyka #rozrywkowa;0
5583;57825;Havasi w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71254/m.jpg;obrazy_wydarzen_karnet/57825.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-12-20;;19:30;;#muzyka #rozrywkowa;0
