;id_strony;tytul;typ_wydarzenia_lista;link_do_obrazka_lista;sciezka_do_pobranego_obrazka;obiekty;ulice;miasta;data_rozpoczecia;data_zakonczenia;godzina_rozpoczecia;czy_stale;hashtagi
2596;55935;Jedwabnym szlakiem;Muzyka klasyczna;http://media.krakow.travel/photos/69237/m.jpg;obrazy_wydarzen_karnet/55935.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-20;;10:00;;#muzyka #klasyczna
2524;45937;Frida;Spektakle teatralne;http://media.krakow.travel/photos/58023/m.jpg;obrazy_wydarzen_karnet/45937.jpg;Teatr Współczesny;ul. Starowiślna 21;Kraków;2025-06-20;;19:00;;#spektakle #teatralne
2175;45937;Frida;Spektakle teatralne;http://media.krakow.travel/photos/58023/m.jpg;obrazy_wydarzen_karnet/45937.jpg;Teatr Współczesny;ul. Starowiślna 21;Kraków;2025-06-20;;19:00;;#spektakle #teatralne
3169;59809;Sinfonietta Cracovia: Late Night Symphony Kraków;Muzyka klasyczna;http://media.krakow.travel/photos/73315/m.jpg;obrazy_wydarzen_karnet/59809.jpg;Muzeum Inżynierii i Techniki;ul. św. Wawrzyńca 15;Kraków;2025-06-20;;21:00;;#muzyka #klasyczna
3167;39186;Bagatela śpiewa;Inne przedstawienia;http://media.krakow.travel/photos/65145/m.jpg;obrazy_wydarzen_karnet/39186.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-20;;19:15;;#inne #przedstawienia
845;55935;Jedwabnym szlakiem;Muzyka klasyczna;http://media.krakow.travel/photos/69237/m.jpg;obrazy_wydarzen_karnet/55935.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-20;;10:00;;#muzyka #klasyczna
3166;59595;Pozycje terapeutyczne;Spektakle teatralne;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59595.jpg;Teatr Praska 52;ul. Praska 52;Kraków;2025-06-20;;19:00;;#spektakle #teatralne
3168;59408;Wianki w Krakowie 2025;Festiwale;http://media.krakow.travel/photos/73257/m.jpg;obrazy_wydarzen_karnet/59408.jpg;Plac Wielkiej Armii Napoleona;;Kraków;2025-06-20;2025-06-22;;;#festiwale
3165;51670;Kwadrat;Spektakle teatralne;http://media.krakow.travel/photos/54905/m.jpg;obrazy_wydarzen_karnet/51670.jpg;Narodowy Stary Teatr – Scena Kameralna;ul. Starowiślna 21;Kraków;2025-06-20;;19:00;;#spektakle #teatralne
3159;55935;Jedwabnym szlakiem;Muzyka klasyczna;http://media.krakow.travel/photos/69237/m.jpg;obrazy_wydarzen_karnet/55935.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-20;;10:00;;#muzyka #klasyczna
3160;59793;EtnoKraków / Rozstaje 2025;Festiwale;http://media.krakow.travel/photos/73302/m.jpg;obrazy_wydarzen_karnet/59793.jpg;Strefa Nowa;ul. Kopernika 19;Kraków;2025-06-20;2025-06-28;;;#festiwale
1651;21926;Akt równoległy;Spektakle teatralne;http://media.krakow.travel/photos/30436/m.jpg;obrazy_wydarzen_karnet/21926.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-20;;19:00;;#spektakle #teatralne
1913;21926;Akt równoległy;Spektakle teatralne;http://media.krakow.travel/photos/30436/m.jpg;obrazy_wydarzen_karnet/21926.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-20;;19:00;;#spektakle #teatralne
3162;1742;Paw królowej;Spektakle teatralne;http://media.krakow.travel/photos/25685/m.jpg;obrazy_wydarzen_karnet/1742.jpg;Narodowy Stary Teatr im. Heleny Modrzejewskiej;ul. Jagiellońska 1;Kraków;2025-06-20;;19:00;;#spektakle #teatralne
1372;55935;Jedwabnym szlakiem;Muzyka klasyczna;http://media.krakow.travel/photos/69237/m.jpg;obrazy_wydarzen_karnet/55935.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-20;;10:00;;#muzyka #klasyczna
3163;21926;Akt równoległy;Spektakle teatralne;http://media.krakow.travel/photos/30436/m.jpg;obrazy_wydarzen_karnet/21926.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-20;;19:00;;#spektakle #teatralne
3164;45937;Frida;Spektakle teatralne;http://media.krakow.travel/photos/58023/m.jpg;obrazy_wydarzen_karnet/45937.jpg;Teatr Współczesny;ul. Starowiślna 21;Kraków;2025-06-20;;19:00;;#spektakle #teatralne
1774;55935;Jedwabnym szlakiem;Muzyka klasyczna;http://media.krakow.travel/photos/69237/m.jpg;obrazy_wydarzen_karnet/55935.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-20;;10:00;;#muzyka #klasyczna
3161;57703;Ekipa Festiwal 2025;Pozostałe;http://media.krakow.travel/photos/71130/m.jpg;obrazy_wydarzen_karnet/57703.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-06-20;2025-06-21;;;#pozostałe
3170;58725;Aktywne czytanie w MOCAK-u | Do lat 6;Dziecięce różności;http://media.krakow.travel/photos/69636/m.jpg;obrazy_wydarzen_karnet/58725.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;2025-06-21;;;;#dziecięce #różności
3171;59494;XXIII Podgórskie Wschody Słońca;Widowiska plenerowe i happeningi;http://media.krakow.travel/photos/27623/m.jpg;obrazy_wydarzen_karnet/59494.jpg;Kopiec Krakusa;al. Powstańców Śląskich / ul. Wielicka;Kraków;2025-06-21;;04:00;;#widowiska #plenerowe #happeningi
3172;54191;Śpiewoterapia;Kabaret;http://media.krakow.travel/photos/67250/m.jpg;obrazy_wydarzen_karnet/54191.jpg;Teatr Szczęście;os. Zielone 9;Kraków;2025-06-21;;17:00;;#kabaret
3174;50885;Szczeliny istnienia;Spektakle teatralne;http://media.krakow.travel/photos/63571/m.jpg;obrazy_wydarzen_karnet/50885.jpg;Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin);pl. Świętego Ducha 2;Kraków;2025-06-21;;19:00;;#spektakle #teatralne
3175;57962;Saga rodu Szyców;Spektakle teatralne;http://media.krakow.travel/photos/72405/m.jpg;obrazy_wydarzen_karnet/57962.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-21;;19:00;;#spektakle #teatralne
3176;59026;Rewia Latino;Spektakle taneczne;http://media.krakow.travel/photos/72470/m.jpg;obrazy_wydarzen_karnet/59026.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-21;;19:00;;#spektakle #taneczne
3177;19885;Biuroza;Spektakle teatralne;http://media.krakow.travel/photos/24924/m.jpg;obrazy_wydarzen_karnet/19885.jpg;Teatr Szczęście;os. Zielone 9;Kraków;2025-06-21;;20:00;;#spektakle #teatralne
3178;59827;Magiczna Noc Kupały;Inne przedstawienia;http://media.krakow.travel/photos/73336/m.jpg;obrazy_wydarzen_karnet/59827.jpg;Teatr Nowy Proxima;ul. Krakowska 41;Kraków;2025-06-21;;21:00;;#inne #przedstawienia
3173;46739;Cnoty niewieście albo dziwki w majonezie wg „Szewców” Witkacego;Spektakle teatralne;http://media.krakow.travel/photos/70917/m.jpg;obrazy_wydarzen_karnet/46739.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-21;;19:00;;#spektakle #teatralne
2820;50885;Szczeliny istnienia;Spektakle teatralne;http://media.krakow.travel/photos/63571/m.jpg;obrazy_wydarzen_karnet/50885.jpg;Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin);pl. Świętego Ducha 2;Kraków;2025-06-21;;19:00;;#spektakle #teatralne
1404;54191;Śpiewoterapia;Kabaret;http://media.krakow.travel/photos/67250/m.jpg;obrazy_wydarzen_karnet/54191.jpg;Teatr Szczęście;os. Zielone 9;Kraków;2025-06-21;;17:00;;#kabaret
2740;59026;Rewia Latino;Spektakle taneczne;http://media.krakow.travel/photos/72470/m.jpg;obrazy_wydarzen_karnet/59026.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-21;;19:00;;#spektakle #taneczne
2711;46739;Cnoty niewieście albo dziwki w majonezie wg „Szewców” Witkacego;Spektakle teatralne;http://media.krakow.travel/photos/70917/m.jpg;obrazy_wydarzen_karnet/46739.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-21;;19:00;;#spektakle #teatralne
2347;57962;Saga rodu Szyców;Spektakle teatralne;http://media.krakow.travel/photos/72405/m.jpg;obrazy_wydarzen_karnet/57962.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-21;;19:00;;#spektakle #teatralne
2146;59026;Rewia Latino;Spektakle taneczne;http://media.krakow.travel/photos/72470/m.jpg;obrazy_wydarzen_karnet/59026.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-21;;19:00;;#spektakle #taneczne
2127;58725;Aktywne czytanie w MOCAK-u | Do lat 6;Dziecięce różności;http://media.krakow.travel/photos/69636/m.jpg;obrazy_wydarzen_karnet/58725.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;2025-06-21;;;;#dziecięce #różności
1930;57962;Saga rodu Szyców;Spektakle teatralne;http://media.krakow.travel/photos/72405/m.jpg;obrazy_wydarzen_karnet/57962.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-21;;19:00;;#spektakle #teatralne
2744;58725;Aktywne czytanie w MOCAK-u | Do lat 6;Dziecięce różności;http://media.krakow.travel/photos/69636/m.jpg;obrazy_wydarzen_karnet/58725.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;2025-06-21;;;;#dziecięce #różności
1677;57962;Saga rodu Szyców;Spektakle teatralne;http://media.krakow.travel/photos/72405/m.jpg;obrazy_wydarzen_karnet/57962.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-21;;19:00;;#spektakle #teatralne
1676;46739;Cnoty niewieście albo dziwki w majonezie wg „Szewców” Witkacego;Spektakle teatralne;http://media.krakow.travel/photos/70917/m.jpg;obrazy_wydarzen_karnet/46739.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-21;;19:00;;#spektakle #teatralne
1822;19885;Biuroza;Spektakle teatralne;http://media.krakow.travel/photos/24924/m.jpg;obrazy_wydarzen_karnet/19885.jpg;Teatr Szczęście;os. Zielone 9;Kraków;2025-06-21;;20:00;;#spektakle #teatralne
1534;58725;Aktywne czytanie w MOCAK-u | Do lat 6;Dziecięce różności;http://media.krakow.travel/photos/69636/m.jpg;obrazy_wydarzen_karnet/58725.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;2025-06-21;;;;#dziecięce #różności
1699;57502;Burlesque po polsku;Spektakle teatralne;http://media.krakow.travel/photos/70928/m.jpg;obrazy_wydarzen_karnet/57502.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-22;;20:00;;#spektakle #teatralne
3188;59709;Miguel Angeles, Contact Sports, F3lix w Gwarku;Muzyka rozrywkowa;http://media.krakow.travel/photos/73193/m.jpg;obrazy_wydarzen_karnet/59709.jpg;Gwarek;ul. Reymonta 17;Kraków;2025-06-22;;20:00;;#muzyka #rozrywkowa
3187;57502;Burlesque po polsku;Spektakle teatralne;http://media.krakow.travel/photos/70928/m.jpg;obrazy_wydarzen_karnet/57502.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-22;;20:00;;#spektakle #teatralne
3186;59466;Granica kobiecości;Spektakle taneczne;http://media.krakow.travel/photos/72953/m.jpg;obrazy_wydarzen_karnet/59466.jpg;Teatr Nowy Proxima;ul. Krakowska 41;Kraków;2025-06-22;;19:15;;#spektakle #taneczne
3185;59805;Brzmienie baroku;Muzyka klasyczna;http://media.krakow.travel/photos/66817/m.jpg;obrazy_wydarzen_karnet/59805.jpg;Fortepiano Atelier;ul. Kopernika 19 (wejście nr 2 / entrance No. 2);Kraków;2025-06-22;;18:00;;#muzyka #klasyczna
3184;52338;Wieczory w Saskim;Muzyka klasyczna;http://media.krakow.travel/photos/65157/m.jpg;obrazy_wydarzen_karnet/52338.jpg;Hotel Saski;ul. Sławkowska 3;Kraków;2025-06-22;;18:00;;#muzyka #klasyczna
3183;43708;Ławeczka;Spektakle teatralne;http://media.krakow.travel/photos/55382/m.jpg;obrazy_wydarzen_karnet/43708.jpg;Teatr Praska 52;ul. Praska 52;Kraków;2025-06-22;;18:00;;#spektakle #teatralne
3181;59428;Jutro będzie futro;Spektakle teatralne;http://media.krakow.travel/photos/72897/m.jpg;obrazy_wydarzen_karnet/59428.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-06-22;;15:30;;#spektakle #teatralne
3180;58359;Pejzaże impresjonistów i postimpresjonistów;W gminach Metropolii;http://media.krakow.travel/photos/71778/m.jpg;obrazy_wydarzen_karnet/58359.jpg;Małopolskie Centrum Dźwięku i Słowa;ul. Zamkowa 4;Niepołomice;2025-06-22;;13:30;;#WGminach #Metropolii
3182;59086;Jazz w Ogrodzie: Frank Sinatra w wykonaniu Sławka Uniatowskiego;Muzyka rozrywkowa;http://media.krakow.travel/photos/72528/m.jpg;obrazy_wydarzen_karnet/59086.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-06-22;;17:00;;#muzyka #rozrywkowa
2582;43708;Ławeczka;Spektakle teatralne;http://media.krakow.travel/photos/55382/m.jpg;obrazy_wydarzen_karnet/43708.jpg;Teatr Praska 52;ul. Praska 52;Kraków;2025-06-22;;18:00;;#spektakle #teatralne
2346;57502;Burlesque po polsku;Spektakle teatralne;http://media.krakow.travel/photos/70928/m.jpg;obrazy_wydarzen_karnet/57502.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-22;;20:00;;#spektakle #teatralne
3524;59466;Granica kobiecości;Spektakle taneczne;http://media.krakow.travel/photos/72953/m.jpg;obrazy_wydarzen_karnet/59466.jpg;Teatr Nowy Proxima;ul. Krakowska 41;Kraków;2025-06-22;;19:15;;#spektakle #taneczne
3179;43305;Koncerty Espresso;Muzyka klasyczna;http://media.krakow.travel/photos/55988/m.jpg;obrazy_wydarzen_karnet/43305.jpg;MuFo Rakowicka;ul. Rakowicka 22a;Kraków;2025-06-22;;12:00;;#muzyka #klasyczna
3189;24369;Zapiski Oficera Armii Czerwonej;Spektakle teatralne;http://media.krakow.travel/photos/72967/m.jpg;obrazy_wydarzen_karnet/24369.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-23;;18:00;;#spektakle #teatralne
3190;58500;Pitbull: Party After Dark w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71903/m.jpg;obrazy_wydarzen_karnet/58500.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-06-23;;18:00;;#muzyka #rozrywkowa
3191;59627;Symfonia sobótkowej nocy;Muzyka rozrywkowa;http://media.krakow.travel/photos/73109/m.jpg;obrazy_wydarzen_karnet/59627.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-06-23;;19:00;;#muzyka #rozrywkowa
3192;59670;Projekt 51. Premiera książki;Spotkania i wykłady literackie;http://media.krakow.travel/photos/73157/m.jpg;obrazy_wydarzen_karnet/59670.jpg;Lokator;ul. Mostowa 1;Kraków;2025-06-23;;19:00;;#spotkania #wykłady #literackie
3193;58123;King Hannah w Gwarku;Muzyka rozrywkowa;http://media.krakow.travel/photos/71538/m.jpg;obrazy_wydarzen_karnet/58123.jpg;Gwarek;ul. Reymonta 17;Kraków;2025-06-23;;19:30;;#muzyka #rozrywkowa
1462;53118;Nasze żony;Spektakle teatralne;http://media.krakow.travel/photos/69520/m.jpg;obrazy_wydarzen_karnet/53118.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-24;;19:00;;#spektakle #teatralne
745;53118;Nasze żony;Spektakle teatralne;http://media.krakow.travel/photos/69520/m.jpg;obrazy_wydarzen_karnet/53118.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-24;;19:00;;#spektakle #teatralne
2358;53118;Nasze żony;Spektakle teatralne;http://media.krakow.travel/photos/69520/m.jpg;obrazy_wydarzen_karnet/53118.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-24;;19:00;;#spektakle #teatralne
3196;30204;Ryzykowna forsa;Spektakle teatralne;http://media.krakow.travel/photos/38864/m.jpg;obrazy_wydarzen_karnet/30204.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-24;;19:15;;#spektakle #teatralne
3194;20885;Szewcy;Spektakle teatralne;http://media.krakow.travel/photos/35939/m.jpg;obrazy_wydarzen_karnet/20885.jpg;Narodowy Stary Teatr im. Heleny Modrzejewskiej;ul. Jagiellońska 1;Kraków;2025-06-24;;19:00;;#spektakle #teatralne
3195;53118;Nasze żony;Spektakle teatralne;http://media.krakow.travel/photos/69520/m.jpg;obrazy_wydarzen_karnet/53118.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-24;;19:00;;#spektakle #teatralne
3203;55705;Strzała Amora – komediowy spektakl teatralny;Inne przedstawienia;http://media.krakow.travel/photos/69000/m.jpg;obrazy_wydarzen_karnet/55705.jpg;Teatr Figur Kraków;ul. Sławkowska 14;Kraków;2025-06-25;;20:00;;#inne #przedstawienia
3202;58908;The Dead Daisies, The Treatment w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72343/m.jpg;obrazy_wydarzen_karnet/58908.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-06-25;;19:00;;#muzyka #rozrywkowa
613;55705;Strzała Amora – komediowy spektakl teatralny;Inne przedstawienia;http://media.krakow.travel/photos/69000/m.jpg;obrazy_wydarzen_karnet/55705.jpg;Teatr Figur Kraków;ul. Sławkowska 14;Kraków;2025-06-25;;20:00;;#inne #przedstawienia
1210;55705;Strzała Amora – komediowy spektakl teatralny;Inne przedstawienia;http://media.krakow.travel/photos/69000/m.jpg;obrazy_wydarzen_karnet/55705.jpg;Teatr Figur Kraków;ul. Sławkowska 14;Kraków;2025-06-25;;20:00;;#inne #przedstawienia
2823;55705;Strzała Amora – komediowy spektakl teatralny;Inne przedstawienia;http://media.krakow.travel/photos/69000/m.jpg;obrazy_wydarzen_karnet/55705.jpg;Teatr Figur Kraków;ul. Sławkowska 14;Kraków;2025-06-25;;20:00;;#inne #przedstawienia
3201;43448;Salome;Spektakle teatralne;http://media.krakow.travel/photos/55106/m.jpg;obrazy_wydarzen_karnet/43448.jpg;Narodowy Stary Teatr – Scena Kameralna;ul. Starowiślna 21;Kraków;2025-06-25;;19:00;;#spektakle #teatralne
3199;57299;Piosenka jest dobra na wszystko;Inne przedstawienia;http://media.krakow.travel/photos/70737/m.jpg;obrazy_wydarzen_karnet/57299.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-25;;18:00;;#inne #przedstawienia
2054;59190;Podgórski Klub Filmowy;Pokazy filmowe;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59190.jpg;Klub Płaszów;ul. Gumniska 32;Kraków;2025-06-25;;11:00;;#pokazy #filmowe
2404;59190;Podgórski Klub Filmowy;Pokazy filmowe;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59190.jpg;Klub Płaszów;ul. Gumniska 32;Kraków;2025-06-25;;11:00;;#pokazy #filmowe
2561;57299;Piosenka jest dobra na wszystko;Inne przedstawienia;http://media.krakow.travel/photos/70737/m.jpg;obrazy_wydarzen_karnet/57299.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-25;;18:00;;#inne #przedstawienia
3200;59207;Ugly Kid Joe w Kwadracie;Muzyka rozrywkowa;http://media.krakow.travel/photos/72654/m.jpg;obrazy_wydarzen_karnet/59207.jpg;Kwadrat;ul. Skarżyńskiego 1;Kraków;2025-06-25;;18:00;;#muzyka #rozrywkowa
1756;55705;Strzała Amora – komediowy spektakl teatralny;Inne przedstawienia;http://media.krakow.travel/photos/69000/m.jpg;obrazy_wydarzen_karnet/55705.jpg;Teatr Figur Kraków;ul. Sławkowska 14;Kraków;2025-06-25;;20:00;;#inne #przedstawienia
3198;59791;34. Festiwal Kultury Żydowskiej;Festiwale;http://media.krakow.travel/photos/73301/m.jpg;obrazy_wydarzen_karnet/59791.jpg;Centrum Społeczności Żydowskiej;ul. Miodowa 24;Kraków;2025-06-25;2025-06-29;;;#festiwale
3197;59190;Podgórski Klub Filmowy;Pokazy filmowe;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59190.jpg;Klub Płaszów;ul. Gumniska 32;Kraków;2025-06-25;;11:00;;#pokazy #filmowe
3208;58285;Proszę zejść ze sceny;Spektakle teatralne;http://media.krakow.travel/photos/72946/m.jpg;obrazy_wydarzen_karnet/58285.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-26;;19:00;;#spektakle #teatralne
3209;59318;Akademia Filmu Polskiego Łukasza Maciejewskiego. Dalej jazda;Pokazy filmowe;http://media.krakow.travel/photos/72767/m.jpg;obrazy_wydarzen_karnet/59318.jpg;Teatr Łaźnia Nowa;os. Szkolne 25;Kraków;2025-06-26;;19:00;;#pokazy #filmowe
3210;56058;Podróż do Buenos Aires;W gminach Metropolii;http://media.krakow.travel/photos/72814/m.jpg;obrazy_wydarzen_karnet/56058.jpg;Pałacyk „Sokół”;ul. Mickiewicza 7;Skawina;2025-06-26;;20:00;;#WGminach #Metropolii
2108;58285;Proszę zejść ze sceny;Spektakle teatralne;http://media.krakow.travel/photos/72946/m.jpg;obrazy_wydarzen_karnet/58285.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-26;;19:00;;#spektakle #teatralne
3204;59686;Pochód Lajkonika 2025;Widowiska plenerowe i happeningi;http://media.krakow.travel/photos/27869/m.jpg;obrazy_wydarzen_karnet/59686.jpg;Rynek Główny;;Kraków;2025-06-26;;12:30;;#widowiska #plenerowe #happeningi
3205;59263;Krakowski Czwartek Kryminalny. Spotkanie z Wojciechem Wolnickim;Spotkania i wykłady literackie;http://media.krakow.travel/photos/67952/m.jpg;obrazy_wydarzen_karnet/59263.jpg;Arteteka Wojewódzkiej Biblioteki Publicznej;ul. Rajska 12;Kraków;2025-06-26;;18:00;;#spotkania #wykłady #literackie
2586;58285;Proszę zejść ze sceny;Spektakle teatralne;http://media.krakow.travel/photos/72946/m.jpg;obrazy_wydarzen_karnet/58285.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-26;;19:00;;#spektakle #teatralne
3207;57641;Magiczna rana;Spektakle teatralne;http://media.krakow.travel/photos/73335/m.jpg;obrazy_wydarzen_karnet/57641.jpg;Małopolski Ogród Sztuki;ul. Rajska 12;Kraków;2025-06-26;;19:00;;#spektakle #teatralne
2370;55161;Seks po krakosku;Spektakle teatralne;http://media.krakow.travel/photos/70920/m.jpg;obrazy_wydarzen_karnet/55161.jpg;Teatr Współczesny;ul. Starowiślna 21;Kraków;2025-06-27;;19:00;;#spektakle #teatralne
2438;58787;Niedźwiedź i Oświadczyny;Spektakle teatralne;http://media.krakow.travel/photos/72278/m.jpg;obrazy_wydarzen_karnet/58787.jpg;Teatr Praska 52;ul. Praska 52;Kraków;2025-06-27;;19:00;;#spektakle #teatralne
3225;59699;OdLOT w szpilkach;Inne przedstawienia;http://media.krakow.travel/photos/73182/m.jpg;obrazy_wydarzen_karnet/59699.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-06-27;;20:00;;#inne #przedstawienia
3224;59800;Filharmonia Krakowska: koncert hiszpański;Muzyka klasyczna;http://media.krakow.travel/photos/73308/m.jpg;obrazy_wydarzen_karnet/59800.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-27;;19:30;;#muzyka #klasyczna
3223;57309;Czy ja muszę to pamiętać. Hamlet;Spektakle teatralne;http://media.krakow.travel/photos/70746/m.jpg;obrazy_wydarzen_karnet/57309.jpg;sztuka na wynos;ul. Starowiślna 55/6;Kraków;2025-06-27;;19:30;;#spektakle #teatralne
3221;59467;Japi;Spektakle taneczne;http://media.krakow.travel/photos/72954/m.jpg;obrazy_wydarzen_karnet/59467.jpg;Teatr Nowy Proxima;ul. Krakowska 41;Kraków;2025-06-27;;19:15;;#spektakle #taneczne
