id_strony,tytul,typ_wydarzenia_lista,link_do_obrazka_lista,sciezka_do_pobranego_obrazka,obiekty,ulice,miasta,data_rozpoczecia,data_zakonczenia,godzina_rozpoczecia,czy_stale,hashtagi,likes,info_clicks,shares,watch_time,saves,score
3256,57567,Gabinet Włodzimierza Puchalskiego,W gminach Metropolii,http://media.krakow.travel/photos/70998/m.jpg,obrazy_wydarzen_karnet/57567.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,53,17,6,115,1,116.39999999999999
3257,57568,"Niepołomice. Miasto, czas i ludzie",W gminach Metropolii,http://media.krakow.travel/photos/71000/m.jpg,obrazy_wydarzen_karnet/57568.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,45,21,10,94,3,106.0
3258,57650,Sale Łowieckie,W gminach Metropolii,http://media.krakow.travel/photos/71064/m.jpg,obrazy_wydarzen_karnet/57650.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,52,20,8,63,8,99.6
3259,57657,Wystawa regionalna w Skawinie,W gminach Metropolii,http://media.krakow.travel/photos/71071/m.jpg,obrazy_wydarzen_karnet/57657.jpg,Muzeum Regionalne w Skawinie,Mickiewicza 26,Skawina,,,,Wydarzenie stałe,#WGminach #Metropolii,40,25,6,82,3,97.0
3260,57659,Wystawa biograficzna w Muzeum św. Brata Alberta Chmielowskiego,W gminach Metropolii,http://media.krakow.travel/photos/71074/m.jpg,obrazy_wydarzen_karnet/57659.jpg,Muzeum św. Brata Alberta,Igołomia 32,Igołomia,,,,Wydarzenie stałe,#WGminach #Metropolii,49,16,9,61,5,92.60000000000001
3261,57662,Izba Regionalna w Krzęcinie,W gminach Metropolii,http://media.krakow.travel/photos/71075/m.jpg,obrazy_wydarzen_karnet/57662.jpg,Izba Regionalna w Krzęcinie,Krzęcin 47,Krzęcin,,,,Wydarzenie stałe,#WGminach #Metropolii,40,17,5,118,4,104.60000000000001
3262,57663,Izba Regionalna w Jaśkowicach,W gminach Metropolii,http://media.krakow.travel/photos/71076/m.jpg,obrazy_wydarzen_karnet/57663.jpg,Izba Regionalna w Jaśkowicach,Szkolna 4,Radziszów,,,,Wydarzenie stałe,#WGminach #Metropolii,55,20,9,85,2,110.80000000000001
3263,57666,Izba Regionalna w Woli Radziszowskiej,W gminach Metropolii,http://media.krakow.travel/photos/71078/m.jpg,obrazy_wydarzen_karnet/57666.jpg,Izba Regionalna w Woli Radziszowskiej,Wola Radziszowska 590,Wola Radziszowska,,,,Wydarzenie stałe,#WGminach #Metropolii,38,26,10,11,10,71.2
3305,59407,Międzymurze. Wawel podziemny,Wystawy stałe,http://media.krakow.travel/photos/72866/m.jpg,obrazy_wydarzen_karnet/59407.jpg,Wzgórze wawelskie,,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,64,29,7,42,3,108.8
3307,21488,Świat gadów,Wystawy stałe,http://media.krakow.travel/photos/26879/m.jpg,obrazy_wydarzen_karnet/21488.jpg,Muzeum Przyrodnicze,ul. św. Sebastiana 9,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,54,17,9,21,7,82.80000000000001
3308,1007,Sztuka dawnej Polski XII-XVIII wiek,Wystawy stałe,http://media.krakow.travel/photos/21429/m.jpg,obrazy_wydarzen_karnet/1007.jpg,Pałac Biskupa Erazma Ciołka,ul. Kanonicza 17,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,52,18,13,54,10,97.80000000000001
3309,1008,Śladami Pamięci,Wystawy stałe,http://media.krakow.travel/photos/61289/m.jpg,obrazy_wydarzen_karnet/1008.jpg,Żydowskie Muzeum Galicja,ul. Dajwór 18,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,53,20,9,40,3,91.0
3310,1013,Polska kultura ludowa,Wystawy stałe,http://media.krakow.travel/photos/2067/m.jpg,obrazy_wydarzen_karnet/1013.jpg,Muzeum Etnograficzne,pl. Wolnica 1,ul. Krakowska 46,,,,Wydarzenie stałe,#wystawy #stałe,52,20,10,29,2,86.0
3311,1023,Dzieje i kultura Żydów krakowskich,Wystawy stałe,http://media.krakow.travel/photos/21406/m.jpg,obrazy_wydarzen_karnet/1023.jpg,Stara Synagoga,ul. Szeroka 24,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,55,18,10,16,3,82.4
3312,1027,Sztuka cerkiewna dawnej Rzeczypospolitej,Wystawy stałe,http://media.krakow.travel/photos/21427/m.jpg,obrazy_wydarzen_karnet/1027.jpg,Pałac Biskupa Erazma Ciołka,ul. Kanonicza 17,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,61,15,9,5,5,81.4
3313,1034,Galeria Rzemiosła Artystycznego,Wystawy stałe,http://media.krakow.travel/photos/21418/m.jpg,obrazy_wydarzen_karnet/1034.jpg,Gmach Główny,al. 3 Maja 1,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,51,23,9,116,9,123.00000000000001
3314,1038,Reprezentacyjne Komnaty Królewskie,Wystawy stałe,http://media.krakow.travel/photos/56246/m.jpg,obrazy_wydarzen_karnet/1038.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,46,22,8,116,3,115.4
3315,1039,Prywatne Apartamenty Królewskie,Wystawy stałe,http://media.krakow.travel/photos/21017/m.jpg,obrazy_wydarzen_karnet/1039.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,52,21,12,15,5,83.0
3316,1040,Skarbiec Koronny i Zbrojownia,Wystawy stałe,http://media.krakow.travel/photos/56245/m.jpg,obrazy_wydarzen_karnet/1040.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,40,20,3,62,4,83.39999999999999
3317,1042,Wawel Zaginiony,Wystawy stałe,http://media.krakow.travel/photos/21019/m.jpg,obrazy_wydarzen_karnet/1042.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,47,20,12,8,5,74.4
3318,1066,Kraków – czas okupacji 1939-1945,Wystawy stałe,http://media.krakow.travel/photos/2120/m.jpg,obrazy_wydarzen_karnet/1066.jpg,Fabryka Emalia Oskara Schindlera,ul. Lipowa 4,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,53,23,11,24,7,89.0
3319,1072,Galeria Sztuki Polskiej XIX wieku w Sukiennicach,Wystawy stałe,http://media.krakow.travel/photos/21065/m.jpg,obrazy_wydarzen_karnet/1072.jpg,Galeria Sztuki Polskiej XIX wieku w Sukiennicach,Rynek Główny 3,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,54,23,9,38,7,94.40000000000002
3320,1073,Śladem europejskiej tożsamości Krakowa,Wystawy stałe,http://media.krakow.travel/photos/2127/m.jpg,obrazy_wydarzen_karnet/1073.jpg,Rynek Podziemny,Rynek Główny 1/3,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,54,31,8,27,4,95.19999999999999
3321,1135,Krakowianie wobec terroru 1939-1945-1956,Wystawy stałe,http://media.krakow.travel/photos/20992/m.jpg,obrazy_wydarzen_karnet/1135.jpg,Ulica Pomorska,ul. Pomorska 2,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,46,19,12,74,8,99.6
3322,3115,Wystawa biograficzna Jana Matejki,Wystawy stałe,http://media.krakow.travel/photos/21066/m.jpg,obrazy_wydarzen_karnet/3115.jpg,Dom Jana Matejki,ul. Floriańska 41,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,49,20,8,1,7,71.60000000000001
3323,3116,Wystawa w Domu Józefa Mehoffera,Wystawy stałe,http://media.krakow.travel/photos/21073/m.jpg,obrazy_wydarzen_karnet/3116.jpg,Dom Józefa Mehoffera,ul. Krupnicza 26,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,57,30,12,24,6,99.00000000000001
3324,5042,Europejskie Centrum Numizmatyki Polskiej,Wystawy stałe,http://media.krakow.travel/photos/21501/m.jpg,obrazy_wydarzen_karnet/5042.jpg,Muzeum im. E. Hutten-Czapskiego,ul. Piłsudskiego 12,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,62,18,12,90,9,121.4
3325,9379,Szkło w Krakowie. Przemysł i sztuka. 1931-1998,Wystawy stałe,http://media.krakow.travel/photos/10431/m.jpg,obrazy_wydarzen_karnet/9379.jpg,Krakowska Huta Szkła,ul. Lipowa 3,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,46,26,7,7,7,75.2
3326,9409,Pamięć niedokończona,Wystawy stałe,http://media.krakow.travel/photos/10461/m.jpg,obrazy_wydarzen_karnet/9409.jpg,Żydowskie Muzeum Galicja,ul. Dajwór 18,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,47,18,6,26,3,76.0
3327,9834,Szlak żywego Muzeum Witrażu,Wystawy stałe,http://media.krakow.travel/photos/10886/m.jpg,obrazy_wydarzen_karnet/9834.jpg,Muzeum Witrażu,al. Krasińskiego 23,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,54,19,8,99,2,114.0
3328,13355,Nieobjęta ziemia,Wystawy stałe,http://media.krakow.travel/photos/14407/m.jpg,obrazy_wydarzen_karnet/13355.jpg,Muzeum Etnograficzne,pl. Wolnica 1,ul. Krakowska 46,,,,Wydarzenie stałe,#wystawy #stałe,47,20,12,177,5,142.0
3329,13726,Krakowskie Bractwo Kurkowe i obronność miejska,Wystawy stałe,http://media.krakow.travel/photos/21274/m.jpg,obrazy_wydarzen_karnet/13726.jpg,Celestat,ul. Lubicz 16,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,48,14,14,116,11,116.20000000000002
3330,15856,Biblioteka Mieczysława Porębskiego,Wystawy stałe,http://media.krakow.travel/photos/43427/m.jpg,obrazy_wydarzen_karnet/15856.jpg,MOCAK Muzeum Sztuki Współczesnej,ul. Lipowa 4,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,60,19,8,37,1,95.0
3331,16404,Live Factory 2. Warhol by Lupa (Kolekcja MOCAK-u),Wystawy stałe,http://media.krakow.travel/photos/43434/m.jpg,obrazy_wydarzen_karnet/16404.jpg,MOCAK Muzeum Sztuki Współczesnej,ul. Lipowa 4,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,42,18,9,176,5,133.2
3332,17367,Pawilon Józefa Czapskiego,Wystawy stałe,http://media.krakow.travel/photos/21108/m.jpg,obrazy_wydarzen_karnet/17367.jpg,Muzeum im. E. Hutten-Czapskiego,ul. Piłsudskiego 12,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,53,15,7,92,7,107.4
3333,17915,Wystawa w Muzeum Katedralnym,Wystawy stałe,http://media.krakow.travel/photos/21479/m.jpg,obrazy_wydarzen_karnet/17915.jpg,Muzeum Katedralne,Wawel 3,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,47,20,11,15,8,77.19999999999999
3334,18037,Kraków na wyciągnięcie ręki,Wystawy stałe,http://media.krakow.travel/photos/44331/m.jpg,obrazy_wydarzen_karnet/18037.jpg,Pałac Biskupa Erazma Ciołka,ul. Kanonicza 17,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,48,26,12,8,3,79.8
3335,18077,Stała wystawa Muzeum Lotnictwa Polskiego,Wystawy stałe,http://media.krakow.travel/photos/19473/m.jpg,obrazy_wydarzen_karnet/18077.jpg,Muzeum Lotnictwa Polskiego,al. Jana Pawła II 39,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,54,28,3,86,9,114.39999999999999
3336,18079,Stała wystawa Muzeum Uniwersytetu Jagiellońskiego,Wystawy stałe,http://media.krakow.travel/photos/19446/m.jpg,obrazy_wydarzen_karnet/18079.jpg,Muzeum Uniwersytetu Jagiellońskiego,ul. Jagiellońska 15,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,47,20,11,43,7,88.2
3337,21510,Mięczaki świata,Wystawy stałe,http://media.krakow.travel/photos/26911/m.jpg,obrazy_wydarzen_karnet/21510.jpg,Muzeum Przyrodnicze,ul. św. Sebastiana 9,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,54,13,10,15,3,77.0
3338,35622,Stanisław Dróżdż. Pojęciokształty (Kolekcja MOCAK-u),Wystawy stałe,http://media.krakow.travel/photos/44817/m.jpg,obrazy_wydarzen_karnet/35622.jpg,MOCAK Muzeum Sztuki Współczesnej,ul. Lipowa 4,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,50,15,8,41,10,85.2
3339,53663,Pradzieje i średniowiecze Małopolski,Wystawy stałe,http://media.krakow.travel/photos/66595/m.jpg,obrazy_wydarzen_karnet/53663.jpg,Muzeum Archeologiczne,ul. Poselska 3,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,48,27,12,104,6,119.60000000000001
3340,21511,Rozmowa z kamieniem,Wystawy stałe,http://media.krakow.travel/photos/26912/m.jpg,obrazy_wydarzen_karnet/21511.jpg,Muzeum Przyrodnicze,ul. św. Sebastiana 9,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,42,23,11,27,4,78.6
3341,21512,Świat łowców mamutów. Paleolit – przyroda i sztuka,Wystawy stałe,http://media.krakow.travel/photos/27728/m.jpg,obrazy_wydarzen_karnet/21512.jpg,Muzeum Przyrodnicze,ul. św. Sebastiana 9,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,56,27,5,26,1,91.2
3342,18717,Galeria Zdzisława Beksińskiego,Wystawy stałe,http://media.krakow.travel/photos/23366/m.jpg,obrazy_wydarzen_karnet/18717.jpg,Nowohuckie Centrum Kultury,al. Jana Pawła II 232,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,45,22,9,41,8,86.0
3343,21843,Wystawa interaktywna o Starym Teatrze,Wystawy stałe,http://media.krakow.travel/photos/27350/m.jpg,obrazy_wydarzen_karnet/21843.jpg,MICET Muzeum Interaktywne / Centrum Edukacji Teatralnej,ul. Jagiellońska 1,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,46,22,6,45,5,86.2
3344,22657,Ogród Nadziei,Wystawy stałe,http://media.krakow.travel/photos/28410/m.jpg,obrazy_wydarzen_karnet/22657.jpg,Bulwary Wiślane,,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,52,27,12,35,7,96.2
3345,24100,KL Plaszow,Wystawy stałe,http://media.krakow.travel/photos/30319/m.jpg,obrazy_wydarzen_karnet/24100.jpg,Muzeum – Miejsce Pamięci KL Plaszow,ul. Jerozolimska 3,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,68,21,13,75,3,123.19999999999999
3346,25232,Thesaurus Cracoviensis,Wystawy stałe,http://media.krakow.travel/photos/30835/m.jpg,obrazy_wydarzen_karnet/25232.jpg,Thesaurus Cracoviensis,ul. Księcia Józefa 337,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,48,28,7,81,5,108.0
3347,26748,Miasto pod kopcem Kraka,Wystawy stałe,http://media.krakow.travel/photos/33312/m.jpg,obrazy_wydarzen_karnet/26748.jpg,Muzeum Podgórza,ul. Limanowskiego 51,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,51,16,12,44,3,89.19999999999999
3348,35716,Tempus argenti. 25 lat Muzeum Archidiecezjalnego w domu Karola Wojtyły,Wystawy stałe,http://media.krakow.travel/photos/43584/m.jpg,obrazy_wydarzen_karnet/35716.jpg,Muzeum Archidiecezjalne,ul. Kanonicza 19,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,51,24,8,26,5,86.4
3349,35298,Muzeum Książąt Czartoryskich – Pałac,Wystawy stałe,http://media.krakow.travel/photos/42651/m.jpg,obrazy_wydarzen_karnet/35298.jpg,Muzeum Książąt Czartoryskich,ul. Pijarska 15,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,49,16,6,31,6,79.0
3350,35650,Wawel odzyskany,Wystawy stałe,http://media.krakow.travel/photos/43488/m.jpg,obrazy_wydarzen_karnet/35650.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,45,25,11,124,8,122.79999999999998
3351,17913,Smocza Jama,Wystawy stałe,http://media.krakow.travel/photos/21478/m.jpg,obrazy_wydarzen_karnet/17913.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,35,27,8,175,3,132.0
3352,36746,Wystawa poświęcona Młodej Polsce i dramatowi Stanisława Wyspiańskiego Wesele,Wystawy stałe,http://media.krakow.travel/photos/36848/m.jpg,obrazy_wydarzen_karnet/36746.jpg,Rydlówka,ul. Tetmajera 28,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,51,20,5,12,4,75.6
3353,3817,Apteka Tadeusza Pankiewicza w getcie krakowskim,Wystawy stałe,http://media.krakow.travel/photos/21092/m.jpg,obrazy_wydarzen_karnet/3817.jpg,Apteka Pod Orłem,pl. Bohaterów Getta 18,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,52,19,6,16,6,78.4
3354,37051,Kościuszko - bohater wciąż potrzebny,Wystawy stałe,http://media.krakow.travel/photos/45834/m.jpg,obrazy_wydarzen_karnet/37051.jpg,Muzeum Kościuszkowskie,al. Waszyngtona 1,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,49,20,6,30,4,81.39999999999999
3355,43768,Wystawa Krakowskiego Salonu Ekonomicznego,Wystawy stałe,http://media.krakow.travel/photos/55442/m.jpg,obrazy_wydarzen_karnet/43768.jpg,Krakowski Salon Ekonomiczny,ul. Basztowa 20,30-960 Kraków,,,,Wydarzenie stałe,#wystawy #stałe,50,17,12,126,5,122.2
3356,38195,Dziesięć polskich miast – Dziesięć żydowskich historii,Wystawy stałe,http://media.krakow.travel/photos/47810/m.jpg,obrazy_wydarzen_karnet/38195.jpg,Żydowskie Muzeum Galicja,ul. Dajwór 18,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,53,21,14,35,11,94.4
3357,38686,Polskie Państwo Podziemne i jego siły zbrojne,Wystawy stałe,http://media.krakow.travel/photos/48488/m.jpg,obrazy_wydarzen_karnet/38686.jpg,Muzeum Armii Krajowej,ul. Wita Stwosza 12,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,52,14,6,75,2,97.2
3358,38701,Krakowska Konspiracja,Wystawy stałe,http://media.krakow.travel/photos/48519/m.jpg,obrazy_wydarzen_karnet/38701.jpg,Muzeum Armii Krajowej,ul. Wita Stwosza 12,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,48,22,13,41,11,92.0
3359,39145,Źródła. Galeria Sztuki Starożytnej,Wystawy stałe,http://media.krakow.travel/photos/49254/m.jpg,obrazy_wydarzen_karnet/39145.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,49,20,9,31,7,84.20000000000002
3360,41059,XX + XXI. Galeria Sztuki Polskiej,Wystawy stałe,http://media.krakow.travel/photos/52107/m.jpg,obrazy_wydarzen_karnet/41059.jpg,Gmach Główny,al. 3 Maja 1,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,61,22,10,39,7,101.6
3361,41714,Galeria Historycznych Militariów,Wystawy stałe,http://media.krakow.travel/photos/52895/m.jpg,obrazy_wydarzen_karnet/41714.jpg,Galeria Historycznych Militariów,ul. Gołębia 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,51,16,11,15,6,77.6
3362,41799,Przedmioty. Galeria designu polskiego XX i XXI wieku,Wystawy stałe,http://media.krakow.travel/photos/53288/m.jpg,obrazy_wydarzen_karnet/41799.jpg,Kamienica Szołayskich im. Feliksa Jasieńskiego,pl. Szczepański 9,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,41,21,5,82,5,94.6
3363,41800,Przekroje. Galeria architektury polskiej XX i XXI wieku,Wystawy stałe,http://media.krakow.travel/photos/53278/m.jpg,obrazy_wydarzen_karnet/41800.jpg,Kamienica Szołayskich im. Feliksa Jasieńskiego,pl. Szczepański 9,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,40,22,6,25,5,72.2
3364,41781,"Kraków od początku, bez końca",Wystawy stałe,http://media.krakow.travel/photos/53007/m.jpg,obrazy_wydarzen_karnet/41781.jpg,Pałac Krzysztofory,Rynek Główny 35,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,45,23,11,28,4,82.0
3365,42064,Duchowość i kultura Cystersów,Wystawy stałe,http://media.krakow.travel/photos/53400/m.jpg,obrazy_wydarzen_karnet/42064.jpg,Muzeum Cystersów w Mogile,ul. Klasztorna 11,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,65,24,12,22,5,101.2
3366,41681,Co robi zdjęcie?,Wystawy stałe,http://media.krakow.travel/photos/52847/m.jpg,obrazy_wydarzen_karnet/41681.jpg,MuFo Rakowicka,ul. Rakowicka 22a,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,50,16,6,139,3,122.6
3367,46940,Stała wystawa Muzeum Dominikanów,Wystawy stałe,http://media.krakow.travel/photos/59267/m.jpg,obrazy_wydarzen_karnet/46940.jpg,Muzeum Dominikanów,ul. Stolarska 12,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,52,18,17,32,3,90.0
3368,35184,Jerzy Duda-Gracz – Galeria Autorska. Kolekcja Agaty Dudy-Gracz,Wystawy stałe,http://media.krakow.travel/photos/58880/m.jpg,obrazy_wydarzen_karnet/35184.jpg,Nowohuckie Centrum Kultury,al. Jana Pawła II 232,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,45,25,5,56,4,91.2
3369,47857,Miasto. Technoczułość,Wystawy stałe,http://media.krakow.travel/photos/60218/m.jpg,obrazy_wydarzen_karnet/47857.jpg,Muzeum Inżynierii i Techniki,ul. św. Wawrzyńca 15,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,56,21,14,4,5,83.8
3370,36636,Ogrody Królewskie,Wystawy stałe,http://media.krakow.travel/photos/21052/m.jpg,obrazy_wydarzen_karnet/36636.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,50,16,13,1,3,71.6
3371,49044,Klasztorek. Muzeum Książąt Czartoryskich,Wystawy stałe,http://media.krakow.travel/photos/61550/m.jpg,obrazy_wydarzen_karnet/49044.jpg,Muzeum Książąt Czartoryskich,ul. Pijarska 15,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,52,23,15,15,7,86.80000000000001
3372,49289,Fort Jugowice. Dziedzictwo miejsca,Wystawy stałe,http://media.krakow.travel/photos/62939/m.jpg,obrazy_wydarzen_karnet/49289.jpg,Muzeum i Centrum Ruchu Harcerskiego,ul. Forteczna 28,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,58,17,9,99,3,117.19999999999999
3373,50894,Historia a Oskar Schindler,Wystawy stałe,http://media.krakow.travel/photos/63594/m.jpg,obrazy_wydarzen_karnet/50894.jpg,MOCAK Muzeum Sztuki Współczesnej,ul. Lipowa 4,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,51,17,6,54,8,91.39999999999998
3374,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,43,17,11,149,8,124.4
3375,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,59,23,9,109,6,127.60000000000001
3376,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,49,13,10,23,7,76.00000000000001
3377,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,54,13,10,41,7,88.20000000000002
3378,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,54,13,9,122,6,119.80000000000003
3379,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,46,26,10,38,5,89.0
3380,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,57,20,12,79,8,113.4
3381,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,54,21,7,12,4,80.6
3382,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,45,22,13,62,5,96.2
